NR_OMRAD,vardear 1929,vardear 1930,vardear 1950,vardear 1960,vardear 1970,vardear 1980,vardear 1990,vardear 1995,vardear 1998,vardear 2001,vardear 2004,vardear 2007,vardear 2010,vardear 2013,vardear 2016,vardear 2019
2380821,830,850,900,950,975,1000,1025,1070,1150,1200,1305,1385,1460,1540,1620,1700
2380822,650,675,695,705,730,755,810,835,860,915,965,1045,1095,1150,1200,1275
2380823,965,995,1020,1045,1045,1070,1095,1150,1230,1305,1410,1515,1595,1725,1850,1900
2380825,965,995,1020,1045,1045,1070,1095,1150,1230,1305,1410,1515,1595,1725,1850,1900
2401114,775,795,855,910,940,960,1015,1085,1140,1170,1190,1220,1255,1305,1435,1500
2401116,715,745,780,800,830,860,885,915,945,965,1000,1020,1050,1095,1185,1250
2401900,610,665,695,715,750,780,800,830,865,885,915,915,970,1020,1055,1090
2403112,715,745,780,800,830,860,885,915,945,965,1000,1020,1050,1095,1185,1250
2403900,610,665,695,715,750,780,800,830,865,885,915,915,970,1020,1055,1090
2404063,715,745,780,800,830,860,885,915,945,965,1000,1020,1050,1095,1185,1250
2404065,715,745,780,800,830,860,885,915,945,965,1000,1020,1050,1095,1185,1250
2404066,775,795,855,910,940,960,1015,1085,1140,1170,1190,1220,1255,1305,1435,1500
2404067,715,745,780,800,830,860,885,915,945,965,1000,1020,1050,1095,1185,1250
2404900,610,665,695,715,750,780,800,830,865,885,915,915,970,1020,1055,1090
2409068,715,745,780,800,830,860,885,915,945,965,1000,1020,1050,1095,1185,1250
2409070,715,745,780,800,830,860,885,915,945,965,1000,1020,1050,1095,1185,1250
2409074,715,745,780,800,830,860,885,915,945,965,1000,1020,1050,1095,1185,1250
2409900,610,665,695,715,750,780,800,830,865,885,915,915,970,1020,1055,1090
2417012,775,795,830,860,910,965,1015,1050,1110,1145,1175,1195,1225,1260,1390,1440
2417014,610,665,695,715,750,780,800,830,865,885,915,915,970,1020,1055,1090
2417900,610,665,695,715,750,780,800,830,865,885,915,915,970,1020,1055,1090
2418010,775,795,830,860,910,965,1015,1050,1110,1145,1175,1195,1225,1260,1390,1440
2421006,775,795,830,860,910,965,1015,1050,1110,1145,1175,1195,1225,1260,1390,1440
2421007,775,795,830,860,910,965,1015,1050,1110,1145,1175,1195,1225,1260,1390,1440
2421008,775,795,830,860,910,965,1015,1050,1110,1145,1175,1195,1225,1260,1390,1440
2421009,715,745,780,800,830,860,885,915,945,965,1000,1020,1050,1095,1185,1250
2421900,610,665,695,715,750,780,800,830,865,885,915,915,970,1020,1055,1090
2422004,715,745,780,800,830,860,885,915,945,965,1000,1020,1050,1095,1185,1250
2422900,610,665,695,715,750,780,800,830,865,885,915,915,970,1020,1055,1090
2425058,775,795,830,860,910,965,1015,1050,1110,1145,1175,1195,1225,1260,1390,1440
2425900,610,665,695,715,750,780,800,830,865,885,915,915,970,1020,1055,1090
2460108,775,795,830,860,910,965,1015,1050,1110,1145,1175,1195,1225,1260,1390,1440
2460110,775,795,855,910,940,960,1015,1085,1140,1170,1190,1220,1255,1305,1435,1500
2460900,610,665,695,715,750,780,800,830,865,885,915,915,970,1020,1055,1090
2462056,775,795,830,860,910,965,1015,1050,1110,1145,1175,1195,1225,1260,1390,1440
2462900,610,665,695,715,750,780,800,830,865,885,915,915,970,1020,1055,1090
2463060,715,745,780,800,830,860,885,915,945,965,1000,1020,1050,1095,1185,1250
2463900,610,665,695,715,750,780,800,830,865,885,915,915,970,1020,1055,1090
2480076,715,745,780,800,830,860,885,915,945,965,1000,1020,1050,1095,1185,1250
2480078,715,745,780,800,830,860,885,915,945,965,1000,1020,1050,1095,1185,1250
2480080,775,795,855,910,940,960,1015,1085,1140,1170,1190,1220,1255,1305,1435,1500
2480082,775,795,855,910,940,960,1015,1085,1140,1170,1190,1220,1255,1305,1435,1500
2480086,775,795,830,860,910,965,1015,1050,1110,1145,1175,1195,1225,1260,1390,1440
2480088,775,795,830,860,910,965,1015,1050,1110,1145,1175,1195,1225,1260,1390,1440
2480090,1015,1050,1090,1110,1140,1175,1195,1255,1310,1360,1415,1475,1550,1595,1730,1770
2480093,840,910,965,1015,1090,1110,1140,1175,1195,1225,1255,1280,1310,1360,1495,1580
2480094,895,945,965,1020,1085,1145,1165,1200,1260,1365,1480,1600,1620,1650,1785,1830
2480095,895,945,965,1020,1085,1145,1165,1200,1260,1365,1480,1600,1620,1650,1785,1830
2480096,895,945,965,1020,1085,1145,1165,1200,1260,1365,1480,1600,1620,1650,1785,1830
2480097,840,910,965,1015,1090,1110,1140,1175,1195,1225,1255,1280,1310,1360,1495,1580
2480098,895,945,965,1020,1085,1145,1165,1200,1260,1365,1480,1600,1620,1650,1785,1830
2480099,840,910,965,1015,1090,1110,1140,1175,1195,1225,1255,1280,1310,1360,1495,1580
2480100,1015,1050,1090,1110,1140,1175,1195,1255,1310,1360,1415,1475,1550,1595,1730,1770
2480102,775,795,855,910,940,960,1015,1085,1140,1170,1190,1220,1255,1305,1435,1500
2480104,775,795,855,910,940,960,1015,1085,1140,1170,1190,1220,1255,1305,1435,1500
2480105,840,910,965,1015,1090,1110,1140,1175,1195,1225,1255,1280,1310,1360,1495,1580
2480106,775,795,855,910,940,960,1015,1085,1140,1170,1190,1220,1255,1305,1435,1500
2480201,1015,1050,1090,1110,1140,1175,1195,1255,1310,1360,1415,1475,1550,1595,1730,1770
2480900,715,745,780,800,830,860,885,915,945,965,1000,1020,1050,1095,1185,1250
2481052,715,745,780,800,830,860,885,915,945,965,1000,1020,1050,1095,1185,1250
2481055,775,795,830,860,910,965,1015,1050,1110,1145,1175,1195,1225,1260,1390,1440
2481352,775,795,830,860,910,965,1015,1050,1110,1145,1175,1195,1225,1260,1390,1440
2481900,610,665,695,715,750,780,800,830,865,885,915,915,970,1020,1055,1090
2482016,715,745,780,800,830,860,885,915,945,965,1000,1020,1050,1095,1185,1250
2482018,610,665,695,715,750,780,800,830,865,885,915,915,970,1020,1055,1090
2482020,610,665,695,715,750,780,800,830,865,885,915,915,970,1020,1055,1090
2482022,775,795,830,860,910,965,1015,1050,1110,1145,1175,1195,1225,1260,1390,1440
2482024,610,665,695,715,750,780,800,830,865,885,915,915,970,1020,1055,1090
2482026,715,745,780,800,830,860,885,915,945,965,1000,1020,1050,1095,1185,1250
2482028,715,745,780,800,830,860,885,915,945,965,1000,1020,1050,1095,1185,1250
2482030,775,795,855,910,940,960,1015,1085,1140,1170,1190,1220,1255,1305,1435,1500
2482031,775,795,855,910,940,960,1015,1085,1140,1170,1190,1220,1255,1305,1435,1500
2482032,840,910,965,1015,1090,1110,1140,1175,1195,1225,1255,1280,1310,1360,1495,1580
2482034,840,910,965,1015,1090,1110,1140,1175,1195,1225,1255,1280,1310,1360,1495,1580
2482035,1015,1050,1090,1110,1140,1175,1195,1255,1310,1360,1415,1475,1550,1595,1730,1770
2482036,1015,1050,1090,1110,1140,1175,1195,1255,1310,1360,1415,1475,1550,1595,1730,1770
2482037,775,795,855,910,940,960,1015,1085,1140,1170,1190,1220,1255,1305,1435,1500
2482038,840,910,965,1015,1090,1110,1140,1175,1195,1225,1255,1280,1310,1360,1495,1580
2482040,775,795,855,910,940,960,1015,1085,1140,1170,1190,1220,1255,1305,1435,1500
2482041,775,795,830,860,910,965,1015,1050,1110,1145,1175,1195,1225,1260,1390,1440
2482042,775,795,830,860,910,965,1015,1050,1110,1145,1175,1195,1225,1260,1390,1440
2482046,775,795,855,910,940,960,1015,1085,1140,1170,1190,1220,1255,1305,1435,1500
2482050,715,745,780,800,830,860,885,915,945,965,1000,1020,1050,1095,1185,1250
2482900,610,665,695,715,750,780,800,830,865,885,915,915,970,1020,1055,1090
2505100,755,795,825,855,900,930,995,1060,1100,1150,1180,1215,1235,1255,1360,1415
2505101,660,690,730,745,755,775,815,860,890,930,965,1015,1025,1035,1045,1065
2506100,755,795,825,855,900,930,995,1060,1100,1150,1180,1215,1235,1255,1360,1415
2506101,660,690,730,745,755,775,815,860,890,930,965,1015,1025,1035,1045,1065
2510100,755,795,825,855,900,930,995,1060,1100,1150,1180,1215,1235,1255,1360,1415
2510101,660,690,730,745,755,775,815,860,890,930,965,1015,1025,1035,1045,1065
2510102,700,730,765,805,825,845,890,930,960,1005,1045,1100,1125,1150,1255,1300
2510103,700,730,765,805,825,845,890,930,960,1005,1045,1100,1125,1150,1255,1300
2513100,700,730,765,805,825,845,890,930,960,1005,1045,1100,1125,1150,1255,1300
2513101,660,690,730,745,755,775,815,860,890,930,965,1015,1025,1035,1045,1065
2514100,755,795,825,855,900,930,995,1060,1100,1150,1180,1215,1235,1255,1360,1415
2514101,755,795,825,855,900,930,995,1060,1100,1150,1180,1215,1235,1255,1360,1415
2514102,700,730,765,805,825,845,890,930,960,1005,1045,1100,1125,1150,1255,1300
2514103,700,730,765,805,825,845,890,930,960,1005,1045,1100,1125,1150,1255,1300
2514104,700,730,765,805,825,845,890,930,960,1005,1045,1100,1125,1150,1255,1300
2514105,700,730,765,805,825,845,890,930,960,1005,1045,1100,1125,1150,1255,1300
2514106,700,730,765,805,825,845,890,930,960,1005,1045,1100,1125,1150,1255,1300
2514107,700,730,765,805,825,845,890,930,960,1005,1045,1100,1125,1150,1255,1300
2518100,755,795,825,855,900,930,995,1060,1100,1150,1180,1215,1235,1255,1360,1415
2518101,660,690,730,745,755,775,815,860,890,930,965,1015,1025,1035,1045,1065
2518102,700,730,765,805,825,845,890,930,960,1005,1045,1100,1125,1150,1255,1300
2521100,755,795,825,855,900,930,995,1060,1100,1150,1180,1215,1235,1255,1360,1415
2521101,660,690,730,745,755,775,815,860,890,930,965,1015,1025,1035,1045,1065
2521102,660,690,730,745,755,775,815,860,890,930,965,1015,1025,1035,1045,1065
2521103,660,690,730,745,755,775,815,860,890,930,965,1015,1025,1035,1045,1065
2523100,830,880,910,955,985,1025,1080,1155,1205,1255,1310,1340,1390,1520,1570,1610
2523101,830,880,910,955,985,1025,1080,1155,1205,1255,1310,1340,1390,1520,1570,1610
2523102,830,880,910,955,985,1025,1080,1155,1205,1255,1310,1340,1390,1520,1570,1610
2523103,700,730,765,805,825,845,890,930,960,1005,1045,1100,1125,1150,1255,1300
2523104,785,830,860,890,945,975,1020,1105,1155,1200,1250,1285,1315,1345,1420,1475
2523105,785,830,860,890,945,975,1020,1105,1155,1200,1250,1285,1315,1345,1420,1475
2560100,755,795,825,855,900,930,995,1060,1100,1150,1180,1215,1235,1255,1360,1415
2560101,660,690,730,745,755,775,815,860,890,930,965,1015,1025,1035,1045,1065
2580100,900,930,960,1005,1035,1075,1130,1205,1255,1310,1360,1440,1515,1675,1725,1775
2580101,900,930,960,1005,1035,1075,1130,1205,1255,1310,1360,1440,1515,1675,1725,1775
2580102,830,880,910,955,985,1025,1080,1155,1205,1255,1310,1340,1390,1520,1570,1610
2580103,830,880,910,955,985,1025,1080,1155,1205,1255,1310,1340,1390,1520,1570,1610
2580104,785,830,860,890,945,975,1020,1105,1155,1200,1250,1285,1315,1345,1420,1475
2580105,755,795,825,855,900,930,995,1060,1100,1150,1180,1215,1235,1255,1360,1415
2580106,785,830,860,890,945,975,1020,1105,1155,1200,1250,1285,1315,1345,1420,1475
2580107,830,880,910,955,985,1025,1080,1155,1205,1255,1310,1340,1390,1520,1570,1610
2580108,785,830,860,890,945,975,1020,1105,1155,1200,1250,1285,1315,1345,1420,1475
2580109,755,795,825,855,900,930,995,1060,1100,1150,1180,1215,1235,1255,1360,1415
2580110,785,830,860,890,945,975,1020,1105,1155,1200,1250,1285,1315,1345,1420,1475
2580111,755,795,825,855,900,930,995,1060,1100,1150,1180,1215,1235,1255,1360,1415
2580112,755,795,825,855,900,930,995,1060,1100,1150,1180,1215,1235,1255,1360,1415
2580113,700,730,765,805,825,845,890,930,960,1005,1045,1100,1125,1150,1255,1300
2580115,785,830,860,890,945,975,1020,1105,1155,1200,1250,1285,1315,1345,1420,1475
2580116,900,930,960,1005,1035,1075,1130,1205,1255,1310,1360,1440,1515,1675,1725,1775
2580200,900,930,960,1005,1035,1075,1130,1205,1255,1310,1360,1440,1515,1675,1725,1775
2580202,830,880,910,955,985,1025,1080,1155,1205,1255,1310,1340,1390,1520,1570,1610
2580204,830,880,910,955,985,1025,1080,1155,1205,1255,1310,1340,1390,1520,1570,1610
2580206,785,830,860,890,945,975,1020,1105,1155,1200,1250,1285,1315,1345,1420,1475
2580208,785,830,860,890,945,975,1020,1105,1155,1200,1250,1285,1315,1345,1420,1475
2580300,660,690,730,745,755,775,815,860,890,930,965,1015,1025,1035,1045,1065
2581100,830,880,910,955,985,1025,1080,1155,1205,1255,1310,1340,1390,1520,1570,1610
2581101,830,880,910,955,985,1025,1080,1155,1205,1255,1310,1340,1390,1520,1570,1610
2581102,755,795,825,855,900,930,995,1060,1100,1150,1180,1215,1235,1255,1360,1415
2581103,755,795,825,855,900,930,995,1060,1100,1150,1180,1215,1235,1255,1360,1415
2581104,755,795,825,855,900,930,995,1060,1100,1150,1180,1215,1235,1255,1360,1415
2581105,755,795,825,855,900,930,995,1060,1100,1150,1180,1215,1235,1255,1360,1415
2581106,755,795,825,855,900,930,995,1060,1100,1150,1180,1215,1235,1255,1360,1415
2581107,785,830,860,890,945,975,1020,1105,1155,1200,1250,1285,1315,1345,1420,1475
2581108,785,830,860,890,945,975,1020,1105,1155,1200,1250,1285,1315,1345,1420,1475
2581109,660,690,730,745,755,775,815,860,890,930,965,1015,1025,1035,1045,1065
2581110,700,730,765,805,825,845,890,930,960,1005,1045,1100,1125,1150,1255,1300
2581112,755,795,825,855,900,930,995,1060,1100,1150,1180,1215,1235,1255,1360,1415
2581113,830,880,910,955,985,1025,1080,1155,1205,1255,1310,1340,1390,1520,1570,1610
2582100,830,880,910,955,985,1025,1080,1155,1205,1255,1310,1340,1390,1520,1570,1610
2582101,785,830,860,890,945,975,1020,1105,1155,1200,1250,1285,1315,1345,1420,1475
2582102,755,795,825,855,900,930,995,1060,1100,1150,1180,1215,1235,1255,1360,1415
2582103,660,690,730,745,755,775,815,860,890,930,965,1015,1025,1035,1045,1065
2582104,830,880,910,955,985,1025,1080,1155,1205,1255,1310,1340,1390,1520,1570,1610
2582200,755,795,825,855,900,930,995,1060,1100,1150,1180,1215,1235,1255,1360,1415
2582300,755,795,825,855,900,930,995,1060,1100,1150,1180,1215,1235,1255,1360,1415
2583100,830,880,910,955,985,1025,1080,1155,1205,1255,1310,1340,1390,1520,1570,1610
2583101,830,880,910,955,985,1025,1080,1155,1205,1255,1310,1340,1390,1520,1570,1610
2583103,700,730,765,805,825,845,890,930,960,1005,1045,1100,1125,1150,1255,1300
2583200,830,880,910,955,985,1025,1080,1155,1205,1255,1310,1340,1390,1520,1570,1610
2584100,830,880,910,955,985,1025,1080,1155,1205,1255,1310,1340,1390,1520,1570,1610
2584101,830,880,910,955,985,1025,1080,1155,1205,1255,1310,1340,1390,1520,1570,1610
2584102,755,795,825,855,900,930,995,1060,1100,1150,1180,1215,1235,1255,1360,1415
2584103,700,730,765,805,825,845,890,930,960,1005,1045,1100,1125,1150,1255,1300
2584104,700,730,765,805,825,845,890,930,960,1005,1045,1100,1125,1150,1255,1300
2584105,700,730,765,805,825,845,890,930,960,1005,1045,1100,1125,1150,1255,1300
2584106,700,730,765,805,825,845,890,930,960,1005,1045,1100,1125,1150,1255,1300
2584107,830,880,910,955,985,1025,1080,1155,1205,1255,1310,1340,1390,1520,1570,1610
2584301,755,795,825,855,900,930,995,1060,1100,1150,1180,1215,1235,1255,1360,1415
